accession	layout	r1_url	r2_url
DRR150325	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150325/DRR150325_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150325/DRR150325_2.fastq.gz
DRR150413	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150413/DRR150413_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150413/DRR150413_2.fastq.gz
ERR024819	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024819/ERR024819_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024819/ERR024819_2.fastq.gz
ERR024835	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024835/ERR024835_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024835/ERR024835_2.fastq.gz
ERR024847	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024847/ERR024847_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024847/ERR024847_2.fastq.gz
ERR024852	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024852/ERR024852_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR024/ERR024852/ERR024852_2.fastq.gz
ERR025104	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025104/ERR025104_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025104/ERR025104_2.fastq.gz
ERR025119	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025119/ERR025119_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025119/ERR025119_2.fastq.gz
ERR025126	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025126/ERR025126_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025126/ERR025126_2.fastq.gz
ERR025131	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025131/ERR025131_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025131/ERR025131_2.fastq.gz
