accession	layout	r1_url	r2_url
DRR124912	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR124/DRR124912/DRR124912_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR124/DRR124912/DRR124912_2.fastq.gz
DRR125005	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR125/DRR125005/DRR125005_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR125/DRR125005/DRR125005_2.fastq.gz
DRR150323	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150323/DRR150323_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150323/DRR150323_2.fastq.gz
DRR150325	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150325/DRR150325_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150325/DRR150325_2.fastq.gz
DRR150334	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150334/DRR150334_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150334/DRR150334_2.fastq.gz
DRR150339	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150339/DRR150339_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150339/DRR150339_2.fastq.gz
DRR150346	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150346/DRR150346_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150346/DRR150346_2.fastq.gz
DRR150347	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150347/DRR150347_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150347/DRR150347_2.fastq.gz
DRR150354	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150354/DRR150354_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150354/DRR150354_2.fastq.gz
DRR150364	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150364/DRR150364_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150364/DRR150364_2.fastq.gz
DRR150413	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150413/DRR150413_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150413/DRR150413_2.fastq.gz
DRR150424	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150424/DRR150424_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150424/DRR150424_2.fastq.gz
DRR150690	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150690/DRR150690_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150690/DRR150690_2.fastq.gz
DRR150699	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150699/DRR150699_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150699/DRR150699_2.fastq.gz
DRR150701	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150701/DRR150701_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150701/DRR150701_2.fastq.gz
DRR150993	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150993/DRR150993_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR150/DRR150993/DRR150993_2.fastq.gz
DRR151011	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR151/DRR151011/DRR151011_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR151/DRR151011/DRR151011_2.fastq.gz
